Old Gene ID,current_version_ID,gene_name,gene_product,PfID
PBANKA_071900,PBANKA_0718900,,"conserved Plasmodium protein, unknown function",PF3D7_0416900
PBANKA_071910,PBANKA_0719100,,"conserved Plasmodium protein, unknown function",PF3D7_0417000
PBANKA_071920,PBANKA_0719200,PUF2,mRNA-binding protein PUF2,PF3D7_0417100
PBANKA_071930,PBANKA_0719300,DHFR-TS,"bifunctional dihydrofolate reductase-thymidylate synthase, putative",PF3D7_0417200
PBANKA_071940,PBANKA_0719400,,"LETM1-like protein, putative",PF3D7_0417300
PBANKA_071950,PBANKA_0719500,,"conserved Plasmodium protein, unknown function",PF3D7_0417400
PBANKA_071960,PBANKA_0719600,,memo-like protein,PF3D7_0417500
PBANKA_071970,PBANKA_0719700,,"conserved Plasmodium protein, unknown function",PF3D7_0417600
PBANKA_071980,PBANKA_0719800,,"conserved Plasmodium protein, unknown function",PF3D7_0417700
PBANKA_071990,PBANKA_0719900,CRK1,cdc2-related protein kinase 1,PF3D7_0417800
PBANKA_072000,PBANKA_0720000,,"conserved Plasmodium protein, unknown function",PF3D7_0417900
PBANKA_072010,PBANKA_0720100,,"conserved Plasmodium protein, unknown function",PF3D7_0418000
PBANKA_072020,PBANKA_0720200,,"conserved Plasmodium protein, unknown function",PF3D7_0418100
PBANKA_072030,PBANKA_0720300,EIF3M,"eukaryotic translation initiation factor 3 subunit M, putative",PF3D7_0418200
PBANKA_072040,PBANKA_0720400,,"conserved Plasmodium protein, unknown function",PF3D7_0418300
PBANKA_072050,PBANKA_0720500,,"conserved Plasmodium protein, unknown function",PF3D7_0418400
PBANKA_072060,PBANKA_0720600,BET3,"trafficking protein particle complex subunit 3, putative",PF3D7_0418500
PBANKA_072070,PBANKA_0720700,,"regulator of chromosome condensation, putative",PF3D7_0418600
PBANKA_072080,PBANKA_0720800,,"RNA-binding protein NOB1, putative",PF3D7_0418700
PBANKA_072090,PBANKA_0720900,,"conserved Plasmodium protein, unknown function",PF3D7_0418800
PBANKA_072100,PBANKA_0721000,,"conserved Plasmodium protein, unknown function",PF3D7_0418900
PBANKA_072110,PBANKA_0721100,,"conserved Plasmodium protein, unknown function",PF3D7_0419000
PBANKA_072120,PBANKA_0721200,,"conserved Plasmodium protein, unknown function",PF3D7_0419100
PBANKA_072130,PBANKA_0721300,GOT1,"protein transport protein GOT1, putative",PF3D7_0419200
PBANKA_072140,PBANKA_0721400,,"conserved Plasmodium protein, unknown function",PF3D7_0419300
PBANKA_072150,PBANKA_0721500,,"conserved Plasmodium protein, unknown function",PF3D7_0419400
PBANKA_072160,PBANKA_0721600,,"conserved Plasmodium protein, unknown function",PF3D7_0419500
PBANKA_072170,PBANKA_0721700,,"ran binding protein 1, putative",PF3D7_0419600
PBANKA_072180,PBANKA_0721800,,"apical merozoite protein, putative",PF3D7_0419700
PBANKA_072190,PBANKA_0721900,,"60S ribosomal protein L7ae/L30e, putative",PF3D7_0419800
PBANKA_072200,PBANKA_0722000,,"phosphatidylinositol 4-kinase, putative",PF3D7_0419900
PBANKA_072230,PBANKA_1300096,,fam-b protein,#N/A
PBANKA_072240,PBANKA_1300091,,BIR protein;PIR protein,#N/A
PBANKA_072250,PBANKA_1146721,,BIR protein;PIR protein,#N/A
PBANKA_072260,PBANKA_0722600,,fam-b protein,#N/A
PBANKA_072280,PBANKA_1200096,,fam-b protein,#N/A
PBANKA_072300,PBANKA_0300100,,BIR protein;PIR protein,#N/A
PBANKA_080010,PBANKA_0800100,,BIR protein;PIR protein,#N/A
PBANKA_080030,PBANKA_0800300,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_080040,PBANKA_0800400,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_080050,PBANKA_0800500,CHT1,chitinase,#N/A
PBANKA_080060,PBANKA_0800600,,"centrin, putative",PF3D7_0702900
PBANKA_080070,PBANKA_0800700,,"conserved Plasmodium protein, unknown function",PF3D7_0703000
PBANKA_080080,PBANKA_0800800,,"conserved Plasmodium protein, unknown function",PF3D7_0703100
PBANKA_080090,PBANKA_0800900,,"conserved Plasmodium protein, unknown function",PF3D7_0703200
PBANKA_080100,PBANKA_0801000,,"conserved Plasmodium protein, unknown function",PF3D7_0703300
PBANKA_080110,PBANKA_0801100,,"conserved Plasmodium protein, unknown function",PF3D7_0703400
PBANKA_080120,PBANKA_0801200,,"erythrocyte membrane-associated antigen, putative",PF3D7_0703500
PBANKA_080130,PBANKA_0801300,,"conserved Plasmodium protein, unknown function",PF3D7_0703600
PBANKA_080140,PBANKA_0801400,,"conserved Plasmodium protein, unknown function",PF3D7_0703700
PBANKA_080150,PBANKA_0801500,,"conserved Plasmodium protein, unknown function",PF3D7_0703800
PBANKA_080160,PBANKA_0801600,,"conserved Plasmodium protein, unknown function",PF3D7_0703900
PBANKA_080170,PBANKA_0801700,,"conserved Plasmodium protein, unknown function",PF3D7_0704000
PBANKA_080180,PBANKA_0801800,,"conserved Plasmodium protein, unknown function",PF3D7_0704100
PBANKA_080190,PBANKA_0801900,,"methyltransferase, putative",PF3D7_0704200
PBANKA_080200,PBANKA_0802000,,"conserved Plasmodium protein, unknown function",PF3D7_0704300
PBANKA_080210,PBANKA_0802100,,"phosphoinositide-binding protein, putative",PF3D7_0704400
PBANKA_080220,PBANKA_0802200,,"serine/threonine protein kinase, putative",PF3D7_0704500
PBANKA_080230,PBANKA_0802300,,"E3 ubiquitin-protein ligase, putative",PF3D7_0704600
PBANKA_080240,PBANKA_0802400,PPAT,"phosphopantetheine adenylyltransferase, putative",PF3D7_0704700
PBANKA_080250,PBANKA_0802500,,"conserved Plasmodium protein, unknown function",PF3D7_0704800
PBANKA_080260,PBANKA_0802600,,"peptide chain release factor, putative",PF3D7_0704900
PBANKA_080270,PBANKA_0802700,,"methyltransferase, putative",PF3D7_0705000
PBANKA_080280,PBANKA_0802800,,"conserved Plasmodium protein, unknown function",PF3D7_0705100
PBANKA_080290,PBANKA_0802900,,"conserved Plasmodium protein, unknown function",PF3D7_0705200
PBANKA_080300,PBANKA_0803000,ORC2,"origin recognition complex subunit 2, putative",PF3D7_0705300
PBANKA_080310,PBANKA_0803100,MCM7,"DNA replication licensing factor MCM7, putative",PF3D7_0705400
PBANKA_080320,PBANKA_0803200,,"inositol-phosphate phosphatase, putative",PF3D7_0705500
PBANKA_080330,PBANKA_0803300,,"RNA helicase, putative",PF3D7_0705600
PBANKA_080340,PBANKA_0803400,,"40S ribosomal protein S29, putative",PF3D7_0705700
PBANKA_080350,PBANKA_0803500,,"ATP synthase subunit C, putative",PF3D7_0705900
PBANKA_080360,PBANKA_0803600,,"importin-7, putative",PF3D7_0706000
PBANKA_080370,PBANKA_0803700,,"conserved Plasmodium protein, unknown function",PF3D7_0706100
PBANKA_080380,PBANKA_0803800,,"conserved Plasmodium protein, unknown function",PF3D7_0706200
PBANKA_080390,PBANKA_0803900,,"conserved Plasmodium protein, unknown function",PF3D7_0706300
PBANKA_080400,PBANKA_0804000,RPL37,"60S ribosomal protein L37, putative",PF3D7_0706400
PBANKA_080410,PBANKA_0804100,,"conserved Plasmodium protein, unknown function",PF3D7_0706500
PBANKA_080420,PBANKA_0804200,,"conserved Plasmodium protein, unknown function",PF3D7_0706600
PBANKA_080430,PBANKA_0804300,MSH2-2,DNA mismatch repair protein MSH2,PF3D7_0706700
PBANKA_080440,PBANKA_0804400,,"conserved Plasmodium protein, unknown function",PF3D7_0707200
PBANKA_080450,PBANKA_0804500,RAMA,"rhoptry-associated membrane antigen, putative",PF3D7_0707300
PBANKA_080460,PBANKA_0804600,,"AAA family ATPase, putative",PF3D7_0707400
PBANKA_080470,PBANKA_0804700,,"conserved Plasmodium protein, unknown function",PF3D7_0707500
PBANKA_080480,PBANKA_0804800,,"conserved Plasmodium protein, unknown function",PF3D7_0707600
PBANKA_080490,PBANKA_0804900,,"E3 ubiquitin-protein ligase, putative",PF3D7_0707700
PBANKA_080500,PBANKA_0805000,,"RAP protein, putative",PF3D7_0707800
PBANKA_080510,PBANKA_0805100,,"ribosomal protein S8e, putative",PF3D7_0707900
PBANKA_080520,PBANKA_0805200,,"cytoskeleton associated protein, putative",PF3D7_0708000
PBANKA_080530,PBANKA_0805300,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_080540,PBANKA_0805400,RPB10,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative",PF3D7_0708100
PBANKA_080550,PBANKA_0805500,,"conserved Plasmodium protein, unknown function",PF3D7_0708200
PBANKA_080560,PBANKA_0805600,BUD32,"EKC/KEOPS complex subunit BUD32, putative",PF3D7_0708300
PBANKA_080570,PBANKA_0805700,HSP90,"heat shock protein 90, putative",PF3D7_0708400
PBANKA_080580,PBANKA_0805800,,"RNA-binding protein, putative",PF3D7_0319500
PBANKA_080590,PBANKA_0805900,,"kinesin-8, putative",PF3D7_0319400
PBANKA_080600,PBANKA_0806000,,"ubiquitin-conjugating enzyme, putative",PF3D7_0319300
PBANKA_080610,PBANKA_0806100,,"conserved Plasmodium protein, unknown function",PF3D7_0319200
PBANKA_080620,PBANKA_0806200,RBX1,"E3 ubiquitin-protein ligase RBX1, putative",PF3D7_0319100
PBANKA_080630,PBANKA_0806300,,"P-type ATPase, putative",PF3D7_0319000
PBANKA_080640,PBANKA_0806400,,"conserved protein, unknown function",PF3D7_0318900
PBANKA_080650,PBANKA_0806500,,"triosephosphate isomerase, putative",PF3D7_0318800
PBANKA_080660,PBANKA_0806600,,"cleavage and polyadenylation specificity factor, putative",PF3D7_0318600
PBANKA_080670,PBANKA_0806700,,"conserved Plasmodium protein, unknown function",PF3D7_0318500
PBANKA_080680,PBANKA_0806800,,"conserved Plasmodium protein, unknown function",PF3D7_0318400
PBANKA_080690,PBANKA_0806900,,"conserved Plasmodium protein, unknown function",PF3D7_0318300
PBANKA_080700,PBANKA_0807000,RPB1,"DNA-directed RNA polymerase II subunit RPB1, putative",PF3D7_0318200
PBANKA_080710,PBANKA_0807100,,stomatin-like protein,PF3D7_0318100
PBANKA_080720,PBANKA_0807200,,"conserved Plasmodium protein, unknown function",PF3D7_0318000
PBANKA_080730,PBANKA_0807300,,"conserved Plasmodium protein, unknown function",PF3D7_0317900
PBANKA_080740,PBANKA_0807400,,"26S proteasome non-ATPase regulatory subunit 9, putative",PF3D7_0317800
PBANKA_080750,PBANKA_0807500,,"conserved Plasmodium protein, unknown function",PF3D7_0317700
PBANKA_080760,PBANKA_0807600,RPS11,"40S ribosomal protein S11, putative",PF3D7_0317600
PBANKA_080770,PBANKA_0807700,EG5,"kinesin-5, putative",PF3D7_0317500
PBANKA_080780,PBANKA_0807800,,"conserved Plasmodium protein, unknown function",PF3D7_0317400
PBANKA_080790,PBANKA_0807900,,"conserved Plasmodium protein, unknown function",PF3D7_0317300
PBANKA_080800,PBANKA_0808000,CRK4,cdc2-related protein kinase 4,PF3D7_0317200
PBANKA_080810,PBANKA_0808100,B9,6-cysteine protein,PF3D7_0317100
PBANKA_080820,PBANKA_0808200,,"proteasome subunit alpha type-3, putative",PF3D7_0317000
PBANKA_080830,PBANKA_0808300,,"E3 ubiquitin-protein ligase, putative",PF3D7_0316900
PBANKA_080838,PBANKA_0808380,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_080842,PBANKA_0808420,,"tubulin-specific chaperone, putative",#N/A
PBANKA_080850,PBANKA_0808500,,"conserved Plasmodium protein, unknown function",PF3D7_0907000
PBANKA_080860,PBANKA_0808600,,"conserved Plasmodium protein, unknown function",PF3D7_0907100
PBANKA_080870,PBANKA_0808700,,"GTPase-activating protein, putative",PF3D7_0907200
PBANKA_080880,PBANKA_0808800,,"conserved Plasmodium protein, unknown function",PF3D7_0907300
PBANKA_080890,PBANKA_0808900,ClpY,"ATP-dependent protease ATPase subunit ClpY, putative",PF3D7_0907400
PBANKA_080900,PBANKA_0809000,,"translation initiation factor SUI1, putative",PF3D7_0907600
PBANKA_080910,PBANKA_0809100,,"subunit of proteaseome activator complex, putative",PF3D7_0907700
PBANKA_080920,PBANKA_0809200,,"ribosomal protein L35, putative",PF3D7_0907800
PBANKA_080930,PBANKA_0809300,PDF,"peptide deformylase, putative",PF3D7_0907900
PBANKA_080940,PBANKA_0809400,,"P1 nuclease, putative",PF3D7_0908000
PBANKA_080950,PBANKA_0809500,,"conserved Plasmodium protein, unknown function",PF3D7_0908100
PBANKA_080960,PBANKA_0809600,,"conserved Plasmodium protein, unknown function",PF3D7_0908200
PBANKA_080970,PBANKA_0809700,,"conserved Plasmodium protein, unknown function",PF3D7_0908300.1
PBANKA_080980,PBANKA_0809800,,"ribosomal RNA methyltransferase, putative",PF3D7_0908600
PBANKA_080990,PBANKA_0809900,,"tRNA pseudouridine synthase, putative",PF3D7_0908700
PBANKA_081000,PBANKA_0810000,,"transporter, putative",PF3D7_0908800
PBANKA_081010,PBANKA_0810100,,"conserved Plasmodium protein, unknown function",PF3D7_0908900
PBANKA_081020,PBANKA_0810200,,"conserved Plasmodium protein, unknown function",PF3D7_0909000
PBANKA_081030,PBANKA_0810300,,"conserved Plasmodium protein, unknown function",PF3D7_0909100
PBANKA_081040,PBANKA_0810400,POFUT2,"GDP-fucose protein O-fucosyltransferase 2, putative",PF3D7_0909200
PBANKA_081050,PBANKA_0810500,ARP,"apoptosis-related protein, putative",PF3D7_0909300
PBANKA_081060,PBANKA_0810600,,"exoribonuclease, putative",PF3D7_0909400
PBANKA_081070,PBANKA_0810700,SPM1,"subpellicular microtubule protein 1, putative",PF3D7_0909500
PBANKA_081080,PBANKA_0810800,,"conserved Plasmodium protein, unknown function",PF3D7_0909600
PBANKA_081090,PBANKA_0810900,,"FHA domain protein, putative",PF3D7_0909700
PBANKA_081100,PBANKA_0811000,SNRPD3,"small nuclear ribonucleoprotein Sm D3, putative",PF3D7_0909800
PBANKA_081110,PBANKA_0811100,,"helicase SKI2W, putative",PF3D7_0909900
PBANKA_081120,PBANKA_0811200,,"SET domain protein, putative",PF3D7_0910000
PBANKA_081130,PBANKA_0811300,,"Ran-binding protein, putative",PF3D7_0910100
PBANKA_081140,PBANKA_0811400,,"conserved Plasmodium protein, unknown function",PF3D7_0910200
PBANKA_081150,PBANKA_0811500,,"conserved Plasmodium protein, unknown function",PF3D7_0910300
PBANKA_081160,PBANKA_0811600,,"selenide water dikinase, putative",PF3D7_0910400
PBANKA_081170,PBANKA_0811700,,"SNARE protein, putative",PF3D7_0910600
PBANKA_081180,PBANKA_0811800,ALP5a,"actin-like protein, putative",PF3D7_0910700
PBANKA_081190,PBANKA_0811900,NBP35,"cytosolic Fe-S cluster assembly factor NBP35, putative",PF3D7_0910800
PBANKA_081200,PBANKA_0812000,,"DNA primase large subunit, putative",PF3D7_0910900
PBANKA_081210,PBANKA_0812100,,"phosphatidylinositol N-acetylglucosaminyltransferase, putative",PF3D7_0911000
PBANKA_081220,PBANKA_0812200,,"conserved Plasmodium protein, unknown function",PF3D7_0911100
PBANKA_081230,PBANKA_0812300,,"conserved Plasmodium protein, unknown function",PF3D7_0911200
PBANKA_081240,PBANKA_0812400,CRMP1,cysteine repeat modular protein 1,PF3D7_0911300
PBANKA_081250,PBANKA_0812500,,"conserved Plasmodium protein, unknown function",PF3D7_0911400
PBANKA_081260,PBANKA_0812600,,"conserved Plasmodium protein, unknown function",PF3D7_0911500.1
PBANKA_081270,PBANKA_0812700,,"conserved Plasmodium protein, unknown function",PF3D7_0911600
PBANKA_081280,PBANKA_0812800,,"GTP-binding protein, putative",PF3D7_0911700
PBANKA_081290,PBANKA_0812900,,"conserved Plasmodium protein, unknown function",PF3D7_0911800
PBANKA_081300,PBANKA_0813000,ICP,inhibitor of cysteine proteases,PF3D7_0911900
PBANKA_081310,PBANKA_0813100,,"conserved Plasmodium protein, unknown function",PF3D7_0912000
PBANKA_081320,PBANKA_0813200,,"zinc finger protein, putative",PF3D7_0912100
PBANKA_081330,PBANKA_0813300,,"conserved Plasmodium protein, unknown function",PF3D7_0912200
PBANKA_081340,PBANKA_0813400,,"alkaline phosphatase, putative",PF3D7_0912400
PBANKA_081350,PBANKA_0813500,,"conserved Plasmodium protein, unknown function",PF3D7_0912500
PBANKA_081360,PBANKA_0813600,,"conserved Plasmodium protein, unknown function",PF3D7_0912600
PBANKA_081370,PBANKA_0813700,,"conserved Plasmodium protein, unknown function",PF3D7_0912700
PBANKA_081380,PBANKA_0813800,GCD10,"tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative",PF3D7_0912800
PBANKA_081390,PBANKA_0813900,RPN8,"26S proteasome regulatory subunit RPN8, putative",PF3D7_0912900
PBANKA_081400,PBANKA_0814000,,"conserved protein, unknown function",PF3D7_0913000
PBANKA_081410,PBANKA_0814100,,"conserved Plasmodium protein, unknown function",PF3D7_0913100
PBANKA_081420,PBANKA_0814200,,"elongation factor 1-beta, putative",PF3D7_0913200
PBANKA_081430,PBANKA_0814300,,"conserved Plasmodium protein, unknown function",PF3D7_0913300
PBANKA_081440,PBANKA_0814400,,"conserved Plasmodium protein, unknown function",PF3D7_0913400
PBANKA_081450,PBANKA_0814500,,"protease, putative",PF3D7_0913500
PBANKA_081460,PBANKA_0814600,,"conserved Plasmodium protein, unknown function",PF3D7_0913600
PBANKA_081470,PBANKA_0814700,,"conserved Plasmodium protein, unknown function",PF3D7_0913700
PBANKA_081480,PBANKA_0814800,,"conserved Plasmodium protein, unknown function",PF3D7_0913800
PBANKA_081490,PBANKA_0814900,,"arginine--tRNA ligase, putative",PF3D7_0913900
PBANKA_081500,PBANKA_0815000,,"pseudouridylate synthase, putative",PF3D7_0914000
PBANKA_081510,PBANKA_0815100,,"conserved Plasmodium protein, unknown function",PF3D7_0914100
PBANKA_081520,PBANKA_0815200,,"phospholipid or glycerol acyltransferase, putative",PF3D7_0914200
PBANKA_081530,PBANKA_0815300,,"met-10+ like protein, putative",PF3D7_0914300
PBANKA_081540,PBANKA_0815400,,"conserved Plasmodium protein, unknown function",PF3D7_0914400
PBANKA_081550,PBANKA_0815500,,"conserved Plasmodium protein, unknown function",PF3D7_0914500
PBANKA_081560,PBANKA_0815600,ELF1,"transcription elongation factor 1, putative",PF3D7_0914600
PBANKA_081570,PBANKA_0815700,,"transporter, putative",PF3D7_0914700
PBANKA_081580,PBANKA_0815800,,"GINS complex subunit Psf3, putative",PF3D7_0914800
PBANKA_081590,PBANKA_0815900,,"BSD-domain protein, putative",PF3D7_0914900
PBANKA_081600,PBANKA_0816000,NDH2,type II NADH:ubiquinone oxidoreductase,PF3D7_0915000
PBANKA_081610,PBANKA_0816100,UBC9,"SUMO-conjugating enzyme UBC9, putative",PF3D7_0915100
PBANKA_081620,PBANKA_0816200,,"ribonuclease H2 subunit C, putative",PF3D7_0915200
PBANKA_081630,PBANKA_0816300,,"conserved Plasmodium protein, unknown function",PF3D7_0915300
PBANKA_081640,PBANKA_0816400,PFK9,"6-phosphofructokinase, putative",PF3D7_0915400
PBANKA_081650,PBANKA_0816500,,"conserved Plasmodium protein, unknown function",PF3D7_0915500
PBANKA_081660,PBANKA_0816600,,"conserved Plasmodium protein, unknown function",PF3D7_0915600
PBANKA_081670,PBANKA_0816700,,"conserved Plasmodium protein, unknown function",PF3D7_0915700
PBANKA_081680,PBANKA_0816800,GLTP,"glycolipid transfer protein, putative",PF3D7_0915800
PBANKA_081690,PBANKA_0816900,,"conserved Plasmodium protein, unknown function",PF3D7_0915900
PBANKA_081700,PBANKA_0817000,,"sugar transporter, putative",PF3D7_0916000
PBANKA_081710,PBANKA_0817100,TRX3,"thioredoxin 3, putative",PF3D7_0916100
PBANKA_081720,PBANKA_0817200,,"conserved Plasmodium protein, unknown function",PF3D7_0916200
PBANKA_081730,PBANKA_0817300,,"conserved Plasmodium protein, unknown function",PF3D7_0916300
PBANKA_081740,PBANKA_0817400,,"conserved Plasmodium protein, unknown function",PF3D7_0916400
PBANKA_081750,PBANKA_0817500,UFD1,"ubiquitin fusion degradation protein 1, putative",PF3D7_0916500
PBANKA_081760,PBANKA_0817600,,"methyltransferase, putative",PF3D7_0916600
PBANKA_081770,PBANKA_0817700,HoMu,"RNA-binding protein musashi, putative",PF3D7_0916700
PBANKA_081780,PBANKA_0817800,,"conserved Plasmodium protein, unknown function",PF3D7_0916800
PBANKA_081790,PBANKA_0817900,,"conserved Plasmodium protein, unknown function",PF3D7_0916900
PBANKA_081800,PBANKA_0818000,,"conserved Plasmodium protein, unknown function",PF3D7_0917000
PBANKA_081810,PBANKA_0818100,OGG1,"N-glycosylase/DNA lyase, putative",PF3D7_0917100
PBANKA_081820,PBANKA_0818200,,"conserved Plasmodium membrane protein, unknown function",PF3D7_0917200
PBANKA_081830,PBANKA_0818300,,"conserved Plasmodium protein, unknown function",PF3D7_0917300
PBANKA_081840,PBANKA_0818400,,"conserved Plasmodium protein, unknown function",PF3D7_0917400
PBANKA_081850,PBANKA_0818500,,"conserved Plasmodium protein, unknown function",PF3D7_0917500
PBANKA_081860,PBANKA_0818600,PRP43,"pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative",PF3D7_0917600
PBANKA_081870,PBANKA_0818700,,"XPA binding protein 1, putative",PF3D7_0917700
